"company_id","company_name","primary_naics","naics_4digit","is_customer","scoring_path","naics_attractiveness_score","company_opportunity_score","final_score","scoring_reason","city","state","location_employee_size","sales_volume","icp_fit_score","buildings_score","revenue_score","growth_score","contact_score","icp_fit_reasoning","icp_recommendation","icp_confidence","expansion_score","churn_score","profitability_score","tickets_score","rank","has_research_doc","research_recency"
"592942874","Rail World LLC","48211102","4821","False","Prospect","83.6","49.2","63.0","Prospect (ICP-based): 4/4 factors with data","Rosemont","IL","266.0","32507137.0","36","22.0","86.8","100.0","75.0","Growing railway holding company but only 2 locations, poor industry fit.","Poor Fit","low","","","","","47","False",""
"487358830","Alabama Southern Railroad","48211102","4821","False","Prospect","83.6","49.3","63.0","Prospect (ICP-based): 4/4 factors with data","Tuscaloosa","AL","47.0","49905481.0","35","22.0","93.2","96.8","75.0","Small railroad with only 2 locations and 47 employees despite $50M revenue - limited facility footprint.","Low Priority","low","","","","","48","False",""
"63708317","Quebec North Shore & Labrador Railway","48211102","4821","False","Prospect","83.6","48.6","62.6","Prospect (ICP-based): 4/4 factors with data","Sept-Iles","QC","64.0","60658242.0","32","22.0","96.1","100.0","75.0","Railway with only 2 locations and very low employee count, poor fit.","Poor Fit","low","","","","","49","False",""
"426675393","Wheeling & Lake Erie Railway Company","48211102","4821","False","Prospect","83.6","48.5","62.5","Prospect (ICP-based): 4/4 factors with data","Brewster","OH","426.0","24432287.0","36","22.0","82.5","100.0","75.0","Growing railway but only 2 locations, poor industry alignment.","Poor Fit","low","","","","","50","False",""
"540629441","South Kansas & Oklahoma Railroad","48211102","4821","False","Prospect","83.6","48.5","62.5","Prospect (ICP-based): 4/4 factors with data","Cherryvale","KS","2955.0","55617960.0","30","27.7","94.8","100.0","75.0","Railroad with 3 locations but declining operations significantly reduces facility services potential.","Poor Fit","low","","","","","51","False",""
"485465637","Rochester & Southern Railroad, Inc","48211102","4821","False","Prospect","83.6","48.0","62.2","Prospect (ICP-based): 4/4 factors with data","Rochester","NY","382.0","14408234.0","35","27.7","74.7","100.0","75.0","Growing railway but only 3 locations and poor industry alignment.","Poor Fit","low","","","","","52","False",""
"972156525","Buffalo & Pittsburgh Railroad, Inc","48211102","4821","False","Prospect","83.6","47.8","62.1","Prospect (ICP-based): 4/4 factors with data","Butler","PA","255.0","15040808.0","30","38.9","75.3","100.0","75.0","Declining railway despite 6 locations, wrong industry and negative trajectory.","Poor Fit","low","","","","","53","False",""
"240662007","Georgia Central Railway","48211102","4821","False","Prospect","83.6","47.7","62.1","Prospect (ICP-based): 4/4 factors with data","Lyons","GA","45.0","77725531.0","30","22.0","99.9","95.7","75.0","Railroad with 2 locations and 45 employees, small facility services opportunity.","Poor Fit","low","","","","","54","False",""
"441344561","Indiana Harbor Belt Railroad Co","48211102","4821","False","Prospect","83.6","47.7","62.1","Prospect (ICP-based): 4/4 factors with data","Hammond","IN","100.0","12826818.0","35","27.7","72.9","100.0","75.0","Railroad with only 3 locations and 100 employees - limited facility services needs and below location threshold.","Low Priority","low","","","","","55","False",""
"460291305","Dallas Garland & Northeastern Railroad, Inc","48211102","4821","False","Prospect","83.6","47.2","61.8","Prospect (ICP-based): 4/4 factors with data","Garland","TX","64.0","50875084.0","30","22.0","93.5","100.0","75.0","Small railroad with 2 locations and 64 employees, limited facility services opportunity.","Poor Fit","low","","","","","56","False",""
"655461515","Appalachian & Ohio Railroad","48211102","4821","False","Prospect","83.6","47.1","61.7","Prospect (ICP-based): 4/4 factors with data","Buckhannon","WV","77.0","31334704.0","32","22.0","86.3","100.0","75.0","Small growing railway with 2 locations, wrong industry for facility services.","Poor Fit","low","","","","","57","False",""
"436182175","Rapid City Pierre & Eastern Railroad, Inc","48211102","4821","False","Prospect","83.6","47.0","61.6","Prospect (ICP-based): 4/4 factors with data","Rapid City","SD","41.0","62239566.0","30","22.0","96.5","93.4","75.0","Railroad with 2 locations and 41 employees, minimal facility services opportunity.","Poor Fit","low","","","","","58","False",""
"974484057","DeQueen & Eastern Railroad","48211102","4821","False","Prospect","83.6","46.9","61.6","Prospect (ICP-based): 4/4 factors with data","De Queen","AR","741.0","15000000.0","35","22.0","75.3","100.0","75.0","Railroad with 2 locations but 741 employees indicates substantial operations, modest facility needs.","Low Priority","low","","","","","59","False",""
"416753531","Wellsboro & Corning Railroad, LLC","48211102","4821","False","Prospect","83.6","46.5","61.3","Prospect (ICP-based): 4/4 factors with data","Rochester","NY","42.0","49425087.0","30","22.0","93.1","94.0","75.0","Small railroad with 2 locations and only 42 employees, very limited facility needs.","Poor Fit","low","","","","","60","False",""
"425250001","Conecuh Valley Railway, L.L.C.","48211102","4821","False","Prospect","83.6","46.4","61.3","Prospect (ICP-based): 4/4 factors with data","Enterprise","AL","36.0","56191839.0","30","22.0","95.0","90.3","75.0","Only 2 locations with 36 employees, too small for meaningful facility services contract.","Poor Fit","low","","","","","61","False",""
"717141236","Ellis & Eastern Company","48211102","4821","False","Prospect","83.6","46.5","61.3","Prospect (ICP-based): 4/4 factors with data","Sioux Falls","SD","36.0","58942054.0","30","22.0","95.7","90.3","75.0","Small railroad with 2 locations and only 36 employees, insufficient scale.","Poor Fit","low","","","","","62","False",""
"570449025","Eastern Idaho Railroad","48211102","4821","False","Prospect","83.6","46.3","61.2","Prospect (ICP-based): 4/4 factors with data","Twin Falls","ID","299.0","53759292.0","28","22.0","94.3","100.0","75.0","Declining railway with only 2 locations, poor fit for OpenWorks.","Poor Fit","low","","","","","63","False",""
"893691279","Arkansas Southern Railroad","48211102","4821","False","Prospect","83.6","45.6","60.8","Prospect (ICP-based): 4/4 factors with data","Nashville","AR","1970.0","187166688.0","25","22.0","100.0","100.0","75.0","Railroad industry with only 2 locations and declining operations makes this a poor fit for facility services.","Poor Fit","low","","","","","64","False",""
"748204855","The Mahoning Valley Railway Company","48211102","4821","False","Prospect","83.6","45.6","60.8","Prospect (ICP-based): 4/4 factors with data","Youngstown","OH","79.0","83055300.0","30","22.0","100.0","100.0","25.0","Small railroad operation with only 2 locations and 79 employees, minimal facility services potential.","Poor Fit","low","","","","","65","False",""
"642781462","Georgia Southwestern Railroad","48211102","4821","False","Prospect","83.6","45.5","60.7","Prospect (ICP-based): 4/4 factors with data","Dawson","GA","23.0","35493031.0","30","27.7","88.1","79.5","75.0","Railroad with 3 locations but only 23 employees, very small facility footprint.","Poor Fit","low","","","","","66","False",""
"171470222","Pacific Harbor Line Inc","48211102","4821","False","Prospect","83.6","45.5","60.7","Prospect (ICP-based): 4/4 factors with data","Wilmington","CA","35.0","37957217.0","30","22.0","89.1","89.6","75.0","Small railroad with only 2 locations and 35 employees - minimal facility services opportunity.","Poor Fit","low","","","","","67","False",""
"382693315","Texas Mexican Railway Company","48211102","4821","False","Prospect","83.6","45.3","60.6","Prospect (ICP-based): 4/4 factors with data","Kansas City","MO","6470.0","1352000000.0","22","27.7","100.0","100.0","75.0","Railway company (wrong industry - transportation) with 3 locations, not a facility services target market.","Poor Fit","low","","","","","68","False",""
"570420380","Arizona Eastern Railway Company","48211102","4821","False","Prospect","83.6","45.3","60.6","Prospect (ICP-based): 4/4 factors with data","Claypool","AZ","125.0","21731679.0","30","22.0","80.8","100.0","75.0","Small railroad with only 2 locations and 125 employees, limited opportunity.","Poor Fit","low","","","","","69","False",""
"844836247","Ann Arbor Railroad","48211102","4821","False","Prospect","83.6","44.7","60.3","Prospect (ICP-based): 4/4 factors with data","Toledo","OH","74.0","16836042.0","30","22.0","77.0","100.0","75.0","Small railroad with 2 locations and 74 employees - below threshold for meaningful facility services.","Low Priority","low","","","","","70","False",""
"6108617","Modesto & Empire Traction Company","48211102","4821","False","Prospect","83.6","44.6","60.2","Prospect (ICP-based): 4/4 factors with data","Modesto","CA","261.0","15982395.0","30","22.0","76.2","100.0","75.0","Small railway with 2 locations and limited revenue, wrong industry for OpenWorks.","Poor Fit","low","","","","","71","False",""
"155652563","Kyle Railroad Company","48211102","4821","False","Prospect","83.6","43.7","59.7","Prospect (ICP-based): 4/4 factors with data","Phillipsburg","KS","70.0","6379170.0","30","27.7","62.6","100.0","75.0","Small railroad with 3 locations but only $6M revenue and 70 employees, very limited needs.","Poor Fit","low","","","","","72","False",""
"676088206","Mass Coastal Railroad","48211102","4821","False","Prospect","83.6","43.0","59.2","Prospect (ICP-based): 4/4 factors with data","Taunton","MA","74.0","24140251.0","25","22.0","82.4","100.0","75.0","Small railroad with 2 locations and 74 employees, minimal facility service needs.","Poor Fit","low","","","","","73","False",""
"706961909","Louisville & Indiana Railroad Company","48211102","4821","False","Prospect","83.6","41.9","58.6","Prospect (ICP-based): 4/4 factors with data","Jeffersonville","IN","84.0","55459612.0","20","32.2","94.8","100.0","25.0","Railway company (wrong industry) with 4 locations but only 84 employees, not suitable for facility services.","Poor Fit","low","","","","","74","False",""
"157000993","Louisiana & Delta Railroad Inc","48211102","4821","False","Prospect","83.6","42.0","58.6","Prospect (ICP-based): 4/4 factors with data","New Iberia","LA","58.0","15210492.0","25","22.0","75.5","100.0","75.0","Very small railroad with only 2 locations and $15M revenue, minimal facility services needs.","Poor Fit","low","","","","","75","False",""
"423085291","Three Notch Railway, LLC","48211102","4821","False","Prospect","83.6","41.0","58.0","Prospect (ICP-based): 4/4 factors with data","Enterprise","AL","36.0","15340405.0","25","22.0","75.6","90.3","75.0","Very small railroad with 2 locations and only 36 employees, minimal facility services potential.","Poor Fit","low","","","","","76","False",""
"30893499","Cape Breton & Central Nova Scotia Railway Company","48211102","4821","False","Prospect","83.6","38.6","56.6","Prospect (ICP-based): 4/4 factors with data","Stellarton","NS","558.0","16254963.0","18","22.0","76.5","100.0","75.0","Railway company (wrong industry) with only 2 locations and 558 employees, poor fit for facility services.","Poor Fit","low","","","","","77","False",""
"400216933","New England Central Railroad, Inc","48211102","4821","False","Prospect","83.6","38.3","56.4","Prospect (ICP-based): 4/4 factors with data","Saint Albans","VT","8.0","22446478.0","25","22.0","81.3","54.9","75.0","Railroad with only 2 locations and 8 employees, extremely limited facility needs.","Poor Fit","low","","","","","78","False",""
"417503325","Connecticut Southern Railroad, Inc","48211102","4821","False","Prospect","83.6","37.5","55.9","Prospect (ICP-based): 4/4 factors with data","Hartford","CT","34.0","10260430.0","25","22.0","69.6","88.9","25.0","Very small railroad with 2 locations and 34 employees - insufficient scale for facility services.","Poor Fit","low","","","","","79","False",""
"6249247","Meridian & Bigbee Railroad, L.L.C.","48211102","4821","False","Prospect","83.6","37.0","55.6","Prospect (ICP-based): 4/4 factors with data","Meridian","MS","27.0","10812049.0","20","22.0","70.4","83.3","75.0","Very small railroad with 2 locations and 27 employees, minimal facility needs.","Poor Fit","low","","","","","80","False",""
"495260895","St Lawrence & Atlantic Railroad Company","48211102","4821","False","Prospect","83.6","36.8","55.5","Prospect (ICP-based): 4/4 factors with data","Auburn","ME","28.0","9400402.0","20","22.0","68.3","84.2","75.0","Small railroad with 2 locations and 28 employees, insufficient scale.","Poor Fit","low","","","","","81","False",""
"263940249","American Commercial Barge Line LLC","48321101","4832","False","Prospect","32.5","64.7","51.8","Prospect (ICP-based): 4/4 factors with data","Jeffersonville","IN","2100.0","205091956.0","52","49.7","100.0","100.0","75.0","American Commercial Barge Line has 11 locations and $205M revenue, which fits multi-site profile (75 points) and operational sophistication (+10 points). However, NAICS 4832 (inland water transportation) is outside OpenWorks' core verticals. With complete research failure, we cannot assess outsourcing readiness, growth momentum, or switching signals. Barge operations/marine facilities may have specialized cleaning needs beyond standard commercial janitorial.","Medium Priority","low","","","","","1","False",""
"30238828","A.C.E. Courier Services","48411004","4841","False","Prospect","76.7","78.6","77.8","Prospect (ICP-based): 4/4 factors with data","Burnaby","BC","2564.0","157298679.0","72","69.3","100.0","100.0","75.0","Courier service with 31 locations (excellent multi-site fit, 90-100 point range for location count alone) and strong revenue ($157M) indicating operational sophistication (+10 points). Growing indicator suggests expansion momentum (+10 points). However, NAICS 4841 is not a core vertical, and lack of web research prevents validation of critical outsourcing readiness signals.","Medium Priority","medium","","","","","1","False",""
"717454749","GoBrands, Inc","48411004","4841","False","Prospect","76.7","77.4","77.1","Prospect (ICP-based): 4/4 factors with data","Philadelphia","PA","1808.0","45633540.0","68","79.4","91.9","100.0","75.0","GoBrands (Gopuff) has excellent multi-site fit with 52 locations, which is OpenWorks' sweet spot for consolidation. However, NAICS 48411004 (courier/delivery) is non-core, and complete research failure prevents validation of centralized operations or compliance needs. High location count drives score despite data gaps.","Medium Priority","low","","","","","2","False",""
"949005573","TForce Final Mile US","48411004","4841","False","Prospect","76.7","75.9","76.2","Prospect (ICP-based): 4/4 factors with data","Dallas","TX","1500.0","406448000.0","68","65.9","100.0","100.0","75.0","TForce Final Mile has excellent multi-site fit (26 locations) and strong revenue ($406M), suggesting sophisticated operations at scale. However, logistics/delivery industry (NAICS 4841) is non-core, and complete research failure prevents validation of centralized facilities management or any buying signals.","Medium Priority","low","","","","","3","False",""
"886069855","Spee-Dee Delivery Service Inc","48411004","4841","False","Prospect","76.7","69.3","72.3","Prospect (ICP-based): 4/4 factors with data","Saint Cloud","MN","1294.0","142894767.0","60","52.8","100.0","100.0","75.0","Regional delivery service with 13 locations (good multi-site fit, 60-74 point range) and strong revenue ($142M) indicating operational sophistication (+10 points). NAICS 4841 is not a core vertical. Complete lack of web research prevents assessment of centralized operations, outsourcing readiness, or any switching signals that would elevate priority.","Medium Priority","medium","","","","","4","False",""
"449004993","Lanter Delivery Systems, LLC","48411004","4841","False","Prospect","76.7","67.7","71.3","Prospect (ICP-based): 4/4 factors with data","Madison","IL","950.0","134000000.0","58","49.7","100.0","100.0","75.0","Lanter Delivery Systems has strong fundamentals with 11 locations and $134M revenue, indicating operational sophistication. However, transportation/delivery industry (NAICS 4841) is not a core OpenWorks vertical. Complete lack of web research data prevents assessment of outsourcing readiness, centralized operations, or any hot lead signals.","Medium Priority","low","","","","","5","False",""
"762266601","Dropoff, Inc","48411004","4841","False","Prospect","76.7","63.6","68.8","Prospect (ICP-based): 4/4 factors with data","Austin","TX","1524.0","56353411.0","52","48.0","95.0","100.0","75.0","Logistics/courier company with 11 locations shows good multi-site fit (75-89 points range). However, NAICS 484 (truck transportation/courier) is outside OpenWorks' core verticals. Complete lack of web research data prevents assessment of critical outsourcing readiness and centralized operations signals.","Medium Priority","low","","","","","6","False",""
"475931960","Quicksilver Express Courier","48411004","4841","False","Prospect","76.7","61.6","67.6","Prospect (ICP-based): 4/4 factors with data","Little Canada","MN","273.0","48580692.0","55","32.2","92.8","100.0","75.0","Courier company with 4 locations, 273 employees, and $49M revenue shows decent multi-site facility potential.","Medium Priority","low","","","","","7","False",""
"549788560","LBC Express, Inc","48411004","4841","False","Prospect","76.7","61.4","67.5","Prospect (ICP-based): 4/4 factors with data","Hayward","CA","170.0","12900000.0","48","63.6","73.0","100.0","75.0","LBC Express has good multi-site presence (23 locations) but concerning employee-to-revenue ratio (170 employees generating only $12.9M = $76K per employee), suggesting either labor-intensive operations or financial challenges. The freight/courier industry (NAICS 4841) is outside core verticals, and web research provided no validation of centralized operations or outsourcing readiness.","Low Priority","low","","","","","8","False",""
"469761548","Capital Express","48411004","4841","False","Prospect","76.7","60.7","67.1","Prospect (ICP-based): 4/4 factors with data","Omaha","NE","214.0","28229422.0","48","51.3","84.7","100.0","75.0","Capital Express has 13 locations (good multi-site fit) in general freight trucking (NAICS 4841), which is outside OpenWorks' core verticals. The 214 employees suggest operational scale, but complete research failure means no validation of centralized facilities management or outsourcing readiness. Trucking terminals need cleaning but typically have decentralized operations.","Low Priority","low","","","","","9","False",""
"488797416","Waltco Inc","48411004","4841","False","Prospect","76.7","58.1","65.5","Prospect (ICP-based): 3/4 factors with data","Green Bay","WI","4182.0","102153649.0","50","22.0","100.0","100.0","75.0","General freight with 2 locations, large employee base and strong revenue - some potential.","Medium Priority","low","","","","","10","False",""
"736674606","Straight Shot Express","48411004","4841","False","Prospect","76.7","54.3","63.3","Prospect (ICP-based): 4/4 factors with data","Neenah","WI","414.0","60873933.0","38","35.8","96.2","100.0","75.0","Straight Shot Express has only 5 locations (marginal multi-site fit) with $61M revenue. Trucking/logistics industry (NAICS 4841) is non-core. Complete research failure prevents any validation of centralized operations, growth momentum, or outsourcing signals.","Low Priority","low","","","","","11","False",""
"717922778","Maplebear Inc","48411004","4841","False","Prospect","76.7","54.0","63.1","Prospect (ICP-based): 4/4 factors with data","San Francisco","CA","3265.0","3378000000.0","45","13.9","100.0","100.0","75.0","Instacart (Maplebear) with massive revenue but single location listed, unclear multi-site facility footprint.","Medium Priority","low","","","","","12","False",""
"113033583","CDL Last Mile Solutions","48411004","4841","False","Prospect","76.7","52.4","62.1","Prospect (ICP-based): 4/4 factors with data","New York","NY","401.0","10403699.0","42","35.8","69.8","100.0","75.0","CDL Last Mile Solutions operates 5 locations in general freight trucking/logistics (NAICS 4841), which is outside OpenWorks' core verticals. With failed web research, we cannot verify centralized operations, growth signals, or outsourcing readiness. The 5-location count puts them in the marginal multi-site range (40-59 points baseline).","Low Priority","low","","","","","13","False",""
"931545552","CrossTown Courier Inc","48411004","4841","False","Prospect","76.7","51.9","61.8","Prospect (ICP-based): 4/4 factors with data","La Vergne","TN","109.0","26803275.0","40","27.7","83.9","100.0","75.0","Courier service with 3 locations, moderate size but specialized delivery focus.","Low Priority","low","","","","","14","False",""
"229901848","Henry Industries, Inc","48411004","4841","False","Prospect","76.7","51.1","61.3","Prospect (ICP-based): 4/4 factors with data","Wichita","KS","466.0","30929384.0","40","22.0","86.1","100.0","75.0","General freight with 2 locations and stable operations - marginal fit.","Low Priority","low","","","","","15","False",""
"753412256","Roadie, Inc","48411004","4841","False","Prospect","76.7","47.8","59.4","Prospect (ICP-based): 4/4 factors with data","","","288.0","46448721.0","35","13.9","92.1","100.0","75.0","Single location delivery company with missing location data, limited multi-site potential.","Low Priority","low","","","","","16","False",""
"255007429","Spirit Delivery & Distribution Services","48411004","4841","False","Prospect","76.7","47.2","59.0","Prospect (ICP-based): 4/4 factors with data","New Providence","NJ","107.0","17271680.0","35","22.0","77.4","100.0","75.0","Delivery service with 2 locations and 107 employees - limited facility needs.","Low Priority","low","","","","","17","False",""
"715128353","Shipt, Inc","48411004","4841","False","Prospect","76.7","46.8","58.8","Prospect (ICP-based): 4/4 factors with data","Birmingham","AL","108.0","52900527.0","25","32.2","94.1","100.0","75.0","Delivery service with 4 locations and only 108 employees, wrong industry vertical.","Poor Fit","low","","","","","18","False",""
"647334564","WPX Delivery Solutions","48411004","4841","False","Prospect","76.7","46.8","58.8","Prospect (ICP-based): 4/4 factors with data","Auburn","WA","300.0","26118498.0","30","27.7","83.5","100.0","75.0","Declining delivery company with only 3 locations, contracting operations reduce opportunity.","Poor Fit","low","","","","","19","False",""
"969075811","FedEx Corporation","48411004","4841","True","Customer Expansion","76.7","46.0","58.3","Customer: 1/5 factors with data (expansion focus)","Memphis","TN","440000.0","87926000000.0","72","","10.0","","","FedEx has 113 locations nationwide, which is exceptional for multi-site consolidation (20+ locations = 90-100 points). As a $87B logistics giant, they almost certainly have centralized procurement and formal vendor management. However, a company this size likely has established national cleaning contracts and complex procurement processes that make them difficult to penetrate without specific switching signals or relationship entry points.","High Priority","medium","50.0","50.0","50.0","50.0","20","False",""
"617140637","Delivery.com LLC","48411004","4841","False","Prospect","76.7","45.9","58.2","Prospect (ICP-based): 4/4 factors with data","New York","NY","402.0","60419737.0","30","13.9","96.1","100.0","75.0","Delivery service with single location, not a strong fit for facility services despite good revenue.","Low Priority","low","","","","","21","False",""
"200105724","FedEx Ground Package System, Inc","48411004","4841","True","Customer Expansion","76.7","45.5","58.0","Customer: 1/5 factors with data (expansion focus)","Coraopolis","PA","150000.0","20500000000.0","78","","5.0","","","FedEx Ground has 111 locations (excellent multi-site fit) and $20.5B revenue indicating operational sophistication. However, web research failed to confirm centralized operations, outsourcing readiness, or growth signals. Logistics/warehouse facilities (NAICS 4841) align with OpenWorks' manufacturing/warehouse vertical and need regular cleaning for sorting facilities, loading docks, and break areas.","High Priority","medium","50.0","50.0","50.0","50.0","22","False",""
"444995880","Jetco Delivery, Inc","48411004","4841","False","Prospect","76.7","44.9","57.6","Prospect (ICP-based): 4/4 factors with data","Houston","TX","40.0","51563624.0","30","13.9","93.7","92.8","75.0","Delivery service with only 1 location and small team - wrong industry.","Poor Fit","low","","","","","23","False",""
"754962201","City Dash, LLC","48411004","4841","False","Prospect","76.7","42.8","56.4","Prospect (ICP-based): 4/4 factors with data","Cincinnati","OH","54.0","14638453.0","30","13.9","74.9","100.0","75.0","Single location courier/delivery service with 54 employees - minimal facility footprint.","Poor Fit","low","","","","","24","False",""
"712062248","The Evans Network of Companies","48411004","4841","False","Prospect","76.7","42.1","55.9","Prospect (ICP-based): 4/4 factors with data","Schuylkill Haven","PA","700.0","33372955.0","25","13.9","87.2","100.0","75.0","Moving/trucking company with only 1 location, wrong industry for facility services.","Poor Fit","low","","","","","25","False",""
"983741778","All My Sons Moving & Storage","48411009","4841","False","Prospect","76.7","84.8","81.6","Prospect (ICP-based): 4/4 factors with data","Carrollton","TX","803.0","88080811.0","72","100.0","100.0","100.0","75.0","All My Sons Moving & Storage has exceptional multi-site presence (232 locations) and is actively growing, which are strong positives for OpenWorks' consolidation model. The $88M revenue indicates operational sophistication. However, the moving/storage industry (NAICS 4841) is outside core verticals, and failed web research prevents validation of centralized procurement structure or outsourcing readiness. The franchise-like footprint (232 locations, 803 employees) may indicate decentralized purchasing, which would be a significant concern.","Medium Priority","medium","","","","","1","False",""
"491999819","Coleman American Moving Services, Inc","48411009","4841","False","Prospect","76.7","76.2","76.4","Prospect (ICP-based): 4/4 factors with data","Midland City","AL","375.0","23300000.0","68","80.9","81.8","100.0","75.0","Coleman American Moving Services has 56 locations (excellent multi-site fit - OpenWorks' core strength), which is the strongest location count in this batch. However, NAICS 4841 is non-core, and web research failure limits ability to validate centralized operations. The high location count alone drives significant score, as multi-site consolidation is OpenWorks' primary value proposition.","High Priority","medium","","","","","2","False",""
"262608581","Covan World-Wide Moving, Inc","48411009","4841","False","Prospect","76.7","72.9","74.4","Prospect (ICP-based): 4/4 factors with data","Midland City","AL","5794.0","125598512.0","62","65.9","100.0","100.0","75.0","Covan World-Wide Moving has excellent multi-site fit (26 locations) and strong revenue ($125M+), which are core OpenWorks criteria. However, NAICS 4841 (moving/storage) is outside OpenWorks' core verticals, and complete research failure prevents validation of centralized operations, outsourcing readiness, or growth signals. The moving/storage industry typically has warehouse/office facilities requiring cleaning services.","Medium Priority","low","","","","","3","False",""
"27714948","AMJ Inc","48411009","4841","False","Prospect","76.7","71.6","73.6","Prospect (ICP-based): 4/4 factors with data","Mississauga","ON","2500.0","87797000.0","58","69.3","100.0","100.0","75.0","AMJ Campbell (moving/storage) has strong multi-site credentials (31 locations) and substantial revenue ($88M), placing them in the operational sophistication tier. However, NAICS 4841 (general freight trucking) is not a core OpenWorks vertical. Web research failure prevents validation of centralized procurement or outsourcing readiness, which are critical for conversion.","Medium Priority","low","","","","","4","False",""
"446100000","Two Men and A Truck","48411009","4841","False","Prospect","76.7","71.2","73.4","Prospect (ICP-based): 4/4 factors with data","Lansing","MI","1934.0","86300318.0","45","100.0","100.0","100.0","75.0","Large franchise with 516 locations but declining operations and likely franchisee-managed facilities reduces direct opportunity.","Low Priority","low","","","","","5","False",""
"719035454","Bellhops, Inc","48411009","4841","False","Prospect","76.7","70.9","73.2","Prospect (ICP-based): 4/4 factors with data","Chattanooga","TN","4246.0","34563761.0","55","82.2","87.7","100.0","75.0","Moving/storage company with strong multi-site presence (60 locations) which is OpenWorks' sweet spot. However, NAICS 4841 is non-core vertical and complete lack of web research prevents validation of centralized operations model. High employee count (4,246) suggests potential scale, but could indicate labor-intensive in-house model.","Medium Priority","low","","","","","6","False",""
"648074268","ABF U-Pack Moving Inc","48411009","4841","False","Prospect","76.7","68.8","72.0","Prospect (ICP-based): 4/4 factors with data","Fort Smith","AR","2455.0","161587938.0","40","100.0","100.0","100.0","75.0","Large moving network with 215 locations but declining and wrong industry focus.","Low Priority","low","","","","","7","False",""
"831152339","TWO MEN & A TRUCK","48411009","4841","False","Prospect","76.7","68.3","71.7","Prospect (ICP-based): 4/4 factors with data","Oakville","ON","4378.0","61250449.0","58","68.0","96.3","100.0","25.0","TWO MEN & A TRUCK (moving services) has 29 locations (excellent multi-site) and $61M revenue, but NAICS 4841 (moving/storage) is not a core vertical. Canadian location (Oakville, ON) may be outside OpenWorks' primary service area. Franchise model is likely, which typically means decentralized purchasing - a red flag. No web research to validate.","Medium Priority","low","","","","","8","False",""
"8290181","Beltmann Group, Inc","48411009","4841","False","Prospect","76.7","68.3","71.7","Prospect (ICP-based): 4/4 factors with data","Roseville","MN","403.0","108232966.0","54","62.7","100.0","100.0","75.0","Beltmann Group has strong multi-site presence (22 locations = 90 points) and solid revenue ($108M = +10 points). NAICS 4841 (general freight trucking/moving) is outside core verticals but could have warehouse/office facilities needing cleaning. Research failure prevents assessment of outsourcing readiness and centralized operations. Moving/logistics companies may have simpler facility needs than healthcare/education.","Medium Priority","low","","","","","9","False",""
"2195410","Atlantic Relocation Systems","48411009","4841","False","Prospect","76.7","68.0","71.5","Prospect (ICP-based): 4/4 factors with data","Marietta","GA","3094.0","127754449.0","58","51.3","100.0","100.0","75.0","Atlantic Relocation Systems shows 12 locations (good multi-site fit) with High Growth indicator, suggesting expansion momentum. However, moving/relocation industry (NAICS 4841) is non-core, and complete research failure prevents validation of centralized operations or any outsourcing readiness signals.","Medium Priority","low","","","","","10","False",""
"415486468","eMove, Inc","48411009","4841","False","Prospect","76.7","67.9","71.4","Prospect (ICP-based): 4/4 factors with data","Phoenix","AZ","62.0","19570508.0","55","73.8","79.2","100.0","75.0","eMove operates 39 locations (excellent multi-site fit), which would normally score very high for OpenWorks' consolidation model. However, the business model appears to be a moving services marketplace/platform (movinghelp.com), not traditional facilities. The 62 employees across 39 locations suggests a lean, tech-enabled model rather than physical facilities requiring janitorial services. Without web research confirmation, the location count may represent service territories rather than cleanable buildings.","Medium Priority","low","","","","","11","False",""
"352189054","Daryl Flood Relocation, Inc","48411009","4841","False","Prospect","76.7","67.7","71.3","Prospect (ICP-based): 4/4 factors with data","Coppell","TX","4622.0","77292047.0","65","32.2","99.8","100.0","75.0","Large relocation company with 4 locations, 4,622 employees, and $77M revenue shows strong facility services potential.","Medium Priority","low","","","","","12","False",""
"27824002","United Van Lines Canada","48411009","4841","False","Prospect","76.7","67.1","70.9","Prospect (ICP-based): 4/4 factors with data","Mississauga","ON","7479.0","106254442.0","55","54.2","100.0","100.0","75.0","United Van Lines Canada has strong fundamentals: 14 locations, $106M revenue, and growing operations. However, moving/storage industry (NAICS 4841) is outside core verticals, and web research failed to validate centralized operations or outsourcing readiness. The scale and multi-site presence suggest potential for vendor consolidation if they have centralized facilities management.","Medium Priority","low","","","","","13","False",""
"781005606","Black Tie Moving","48411009","4841","False","Prospect","76.7","66.7","70.7","Prospect (ICP-based): 4/4 factors with data","Lewisville","TX","191.0","30628700.0","54","65.2","85.9","100.0","75.0","Black Tie Moving has 25 locations (excellent multi-site fit) but NAICS 4841 (moving services) is not a core vertical. Low employee count (191) relative to 25 locations suggests lean operations, which could indicate outsourcing mindset. However, complete research failure prevents validation of centralized operations, and moving companies typically focus on warehouse/office space rather than customer-facing facilities.","Medium Priority","low","","","","","14","False",""
"403837988","American Van Lines, Inc","48411009","4841","False","Prospect","76.7","66.6","70.6","Prospect (ICP-based): 4/4 factors with data","Pompano Beach","FL","175.0","51024327.0","55","56.7","93.6","100.0","75.0","Moving/storage company with 16 locations (very good multi-site fit) and $51M revenue. NAICS 4841 is outside core verticals but warehouse/storage facilities do require regular cleaning. Stable operations suggest established vendor relationships, but no signals about readiness to switch or consolidate.","Medium Priority","low","","","","","15","False",""
