naics_code,description,icp_fit_score,reasoning
3274,NAICS 3274 Industry,35,"NAICS 3274 (Lime and Gypsum Product Manufacturing) is a process manufacturing industry involving heavy industrial environments with specialized cleaning requirements beyond standard commercial services. With only 1,305 locations nationwide, this represents a small, niche market that typically maintains internal facilities teams for their specialized operational needs. Manufacturing facilities of this type have historically shown poor revenue density for OpenWorks and fall outside the core competency of multi-location retail, education, and operational facilities."
3279,Other Nonmetallic Mineral Product Manufacturing,38,"This is a process manufacturing industry producing concrete products, lime, gypsum, abrasives, and other mineral products - heavy industrial environments with specialized cleaning requirements beyond standard commercial services. Manufacturing facilities typically have internal maintenance teams and require technical cleaning protocols for production equipment and industrial environments. Zero OpenWorks presence confirms this is not a natural fit for the business model, which succeeds in consumer-facing retail, education, and operational facilities rather than manufacturing plants."
3311,Iron and Steel Mills and Ferroalloy Manufacturing,35,"Iron and steel mills are heavy industrial manufacturing facilities with specialized cleaning requirements beyond standard commercial services, including hazardous materials handling, extreme temperatures, and heavy machinery environments. This is a process manufacturing industry that typically maintains internal facilities teams due to the technical complexity and safety protocols required. OpenWorks has zero current presence, indicating this market does not align with core competencies in standard commercial cleaning for retail, education, and operational facilities."
3312,Steel Product Manufacturing from Purchased Steel,35,"Steel product manufacturing is a heavy industrial environment with specialized cleaning requirements beyond standard commercial cleaning. Despite OpenWorks presence, the extremely low revenue per building ($950/year = $79/month) is a strong signal this is a DIFFICULT market where OpenWorks struggles to generate meaningful revenue. This is process/industrial manufacturing that should be avoided - the minimal revenue despite presence confirms poor strategic fit."
3313,Alumina and Aluminum Production and Processing,35,"Aluminum production and processing is a heavy industrial/process manufacturing environment with specialized cleaning requirements beyond standard commercial services. These facilities typically have internal facilities teams, union labor, and require expertise in handling industrial byproducts and hazardous materials. This falls squarely into the 'process/industrial manufacturing' category that OpenWorks should avoid - similar to paper mills and chemical plants that have proven to be difficult, low-revenue markets."
3314,Nonferrous Metal Production and Processing,35,"Nonferrous metal production (aluminum, copper, etc.) is heavy industrial manufacturing with specialized cleaning requirements beyond standard commercial services. These facilities involve complex metallurgical processes, hazardous materials handling, and typically maintain internal facilities teams - making them poor fits for OpenWorks' core commercial cleaning model. The lack of any current OpenWorks presence despite 2,490 nationwide locations signals this is a difficult market that doesn't align with the multi-location retail, education, and operational facility sweet spots where OpenWorks succeeds."
3315,Foundries,35,"Foundries are heavy industrial manufacturing environments with specialized cleaning requirements beyond standard commercial services (metal casting, molten materials, industrial equipment). Despite minimal OpenWorks presence ($4,493 from 1 building = $375/month), this represents a DIFFICULT market with very low revenue density that falls squarely in the 'avoid manufacturing' category. The heavy industrial nature, specialized safety protocols, and process manufacturing characteristics make this a poor strategic fit regardless of the single low-revenue account."
3321,Forging and Stamping,35,"Forging and stamping is a heavy industrial manufacturing environment with specialized cleaning requirements beyond standard commercial services. Despite minimal OpenWorks presence (1 building, $1,750 revenue), the extremely low revenue per building ($145/month) confirms this is a DIFFICULT market - the presence indicates struggle, not success. This is a process manufacturing industry that should be avoided per the automatic penalty guidelines (cap at 40 for foundries/forging/stamping)."
3322,NAICS 3322 Industry,35,"NAICS 3322 (Cutlery and Handtool Manufacturing) is a process manufacturing industry involving metal fabrication, machining, and specialized production environments. Manufacturing facilities typically have internal facilities teams and specialized cleaning requirements beyond standard commercial cleaning. With no OpenWorks presence and only 3,642 locations nationwide, this represents a small, difficult market that doesn't align with OpenWorks' core competencies in multi-location retail, education, and operational facilities."
3323,Architectural and Structural Metals Manufacturing,35,"This is a heavy industrial manufacturing environment (metal fabrication shops, structural steel production) that falls squarely into OpenWorks' 'avoid' category for process/industrial manufacturing. Despite minimal OpenWorks presence, the revenue per building of $1,973/year ($164/month) is extremely low and confirms this is a DIFFICULT market with specialized industrial cleaning needs beyond standard commercial services. The manufacturing floor environment with metal fabrication equipment, welding operations, and industrial processes requires specialized cleaning that doesn't align with OpenWorks' core competency in standard commercial facilities."
3324,"Boiler, Tank, and Shipping Container Manufacturing",35,"This is a heavy industrial manufacturing sector involving specialized metal fabrication, welding, and production processes - a poor fit for OpenWorks' core commercial cleaning competency. Manufacturing facilities with boilers, tanks, and shipping containers require specialized industrial cleaning beyond standard janitorial services, and these process-oriented environments typically maintain internal facilities teams. The complete absence of OpenWorks revenue despite 3,500+ locations nationwide signals this is a difficult market that doesn't align with the multi-location retail, education, and operational facility sweet spots where OpenWorks succeeds."
3325,NAICS 3325 Industry,35,"NAICS 3325 (Hardware Manufacturing) represents heavy industrial/process manufacturing with specialized equipment and production environments - a category where OpenWorks consistently struggles. Metal fabrication and hardware production facilities have complex cleaning requirements beyond standard commercial services, low revenue density, and typically maintain internal facilities teams. This is a manufacturing sector to actively avoid despite being untapped, as it falls squarely into the 'process/industrial manufacturing' exclusion category with predicted poor performance."
3326,Spring and Wire Product Manufacturing,35,"Spring and wire product manufacturing is a process/industrial manufacturing environment with specialized equipment and factory floor operations - a category where OpenWorks consistently struggles. These facilities typically have heavy machinery, metal fabrication processes, and technical cleaning requirements beyond standard commercial cleaning, similar to other metal fabrication industries (NAICS 3329) that show poor revenue performance. With no current OpenWorks presence and characteristics matching proven difficult markets, this represents a low-priority opportunity that would require specialized capabilities outside OpenWorks' core competency."
3327,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",35,"Machine shops represent heavy industrial manufacturing with specialized metalworking equipment, machining operations, and technical cleaning requirements beyond standard commercial services. Despite OpenWorks presence, the extremely low revenue per building ($1,162 annually = ~$97/month) is a critical red flag indicating this is a DIFFICULT market where OpenWorks struggles to generate meaningful revenue. This is process/industrial manufacturing that should be avoided - the minimal revenue despite presence confirms poor strategic fit."
3328,"Coating, Engraving, Heat Treating, and Allied Activities",35,"This is a manufacturing/industrial sector involving specialized metal treatment processes (coating, plating, heat treating) that falls squarely into OpenWorks' 'avoid' category. Despite having 2 locations served, the revenue per building of $2,480/month is extremely low and signals a DIFFICULT market - this is a clear example where OpenWorks presence does NOT indicate good fit. The specialized industrial environment, process manufacturing nature, and poor revenue quality make this an unattractive target despite the 18,793 nationwide locations."
3329,Other Fabricated Metal Product Manufacturing,35,"Metal fabrication is a heavy industrial manufacturing environment with specialized cleaning needs beyond standard commercial services. Despite OpenWorks presence in 5 locations, the revenue per building of $2,806/year ($234/month) is extremely low and indicates a DIFFICULT market where customers either handle cleaning internally or have minimal service needs. This is a proven poor-fit industry that should be avoided - the low revenue density despite presence confirms it requires specialized capabilities or competes on price in ways that don't align with OpenWorks' model."
3331,"Agriculture, Construction, and Mining Machinery Manufacturing",38,"This is a manufacturing industry involving heavy industrial machinery production with factory floors, specialized equipment, and likely complex safety/technical requirements beyond standard commercial cleaning. Manufacturing environments typically have internal facilities teams and specialized cleaning needs that don't align with OpenWorks' core competency in standard commercial cleaning. The lack of any current OpenWorks presence despite 15,510 locations nationwide signals this is not a natural fit for the business model."
3332,Industrial Machinery Manufacturing,35,"Industrial machinery manufacturing is a process/heavy industrial environment with specialized cleaning requirements beyond standard commercial services. Despite OpenWorks presence, the extremely low revenue per building ($1,804/building annually = $150/month) is a strong signal this is a DIFFICULT market - facilities likely have minimal cleaning needs or internal staff handle most work. This is a manufacturing environment that should be avoided despite nominal presence."
3333,Commercial and Service Industry Machinery Manufacturing,40,"Commercial and service industry machinery manufacturing is a process/industrial manufacturing environment with specialized equipment, factory floors, and technical requirements beyond standard commercial cleaning. Manufacturing facilities typically have internal facilities teams and rarely outsource cleaning as a non-core function. The lack of any OpenWorks presence despite 18,756 locations nationwide signals this is not a natural fit for the business model - if it were attractive, OpenWorks would have organically penetrated this market."
3334,"Ventilation, Heating, Air-Conditioning, and Refrigeration Equipment Manufacturing",35,"This is a manufacturing industry with heavy industrial environments, specialized equipment, and technical requirements beyond standard commercial cleaning. Despite OpenWorks presence, the extremely low revenue per building ($1,027/building annually, or ~$86/month) is a strong signal this is a DIFFICULT market - manufacturing facilities rarely outsource cleaning and have specialized needs. As a process/industrial manufacturing sector, this should be capped at 40 or below per scoring guidelines."
3335,Metalworking Machinery Manufacturing,35,"Metalworking machinery manufacturing is a process/industrial manufacturing environment with specialized cleaning requirements beyond standard commercial services. These facilities typically have heavy machinery, metal fabrication processes, and technical requirements that don't align with OpenWorks' core competency in standard commercial cleaning. The lack of any OpenWorks presence despite 16,483 locations nationwide signals this is a difficult market with low outsourcing likelihood - manufacturers typically handle facilities internally or require specialized industrial cleaning contractors."
3336,"Engine, Turbine, and Power Transmission Equipment Manufacturing",35,"This is a heavy industrial manufacturing sector producing engines, turbines, and power transmission equipment - a process/discrete manufacturing environment with specialized cleaning requirements beyond standard commercial services. Manufacturing facilities typically have internal facilities teams and require technical cleaning protocols for machinery, production floors, and potentially hazardous materials. Zero OpenWorks presence confirms this is not a natural fit - avoid manufacturing sectors that don't align with core commercial cleaning competencies."
3339,Other General Purpose Machinery Manufacturing,35,"This is a manufacturing industry with heavy machinery production, which falls outside OpenWorks' core competency. Despite having one building served, the extremely low revenue per building ($2,631 annually = $219/month) is a strong signal this is a DIFFICULT market with specialized industrial cleaning requirements. Manufacturing environments with general purpose machinery typically have complex facility needs, internal maintenance teams, and low outsourcing likelihood - the minimal revenue despite presence confirms poor strategic fit."
3341,Computer and Peripheral Equipment Manufacturing,45,"Computer and peripheral equipment manufacturing is a specialized manufacturing environment that typically requires cleanroom protocols, ESD (electrostatic discharge) controls, and technical cleaning standards beyond OpenWorks' core commercial cleaning competency. These facilities often have internal facilities management teams due to the technical nature of operations, and the lack of any OpenWorks presence despite 4,005 nationwide locations signals this is not a natural outsourcing market. While lighter than heavy industrial manufacturing, the specialized requirements and technical environment make this a challenging fit."
3342,Communications Equipment Manufacturing,45,"Communications equipment manufacturing is a specialized manufacturing environment that typically requires technical cleaning protocols and often has internal facilities teams. As a manufacturing sector with no OpenWorks presence, this represents a difficult market entry - manufacturing facilities generally have specialized requirements beyond standard commercial cleaning, and the lack of proven revenue indicates low outsourcing likelihood. While some light assembly operations might score higher, the overall manufacturing nature and technical requirements cap the score at 45."
3343,Audio and Video Equipment Manufacturing,68,"Strong proven success with excellent revenue per building ($17.7K/building, well above $5K threshold) demonstrates OpenWorks can serve this sector profitably. However, this is still manufacturing with potential specialized requirements (cleanrooms for electronics assembly, ESD protocols), and the small nationwide footprint (1,912 locations) limits scalability. Score boosted to 68 from base ~55 due to proven high-revenue performance, but capped below 75 due to manufacturing classification and technical environment concerns."
3344,Semiconductor and Other Electronic Component Manufacturing,58,"While OpenWorks shows proven revenue presence ($11K annually, $5.6K/building exceeding the $5K threshold), semiconductor manufacturing presents significant challenges: cleanroom requirements, specialized technical protocols, security clearances, and sophisticated internal facilities management teams typical of high-tech manufacturing. The revenue per building meets the threshold for a +15 boost (from base ~43 to 58), but the industry's specialized nature, technical complexity beyond standard commercial cleaning, and likelihood of internal FM departments in this capital-intensive sector cap the score at 58 despite the proven presence."
3345,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",42,"This is a manufacturing industry with specialized technical requirements (cleanrooms, precision environments, calibration labs) that require expertise beyond standard commercial cleaning. Despite OpenWorks presence, the revenue per building of $2,408/month is extremely low, indicating a DIFFICULT market where customers likely have minimal cleaning needs or handle most internally. The specialized nature of electromedical and control instrument manufacturing, combined with poor revenue quality, makes this a challenging sector that doesn't align with OpenWorks' core competencies in standard commercial facilities."
3346,Manufacturing and Reproducing Magnetic and Optical Media,35,"Manufacturing environment with specialized production requirements for magnetic/optical media (CDs, DVDs, hard drives, etc.). This is a process manufacturing industry with technical equipment, cleanroom requirements for some products, and likely internal facilities management - all signals of poor fit for OpenWorks' standard commercial cleaning model. Zero current presence confirms this is not a natural market for OpenWorks services."
3351,Electric Lighting Equipment Manufacturing,35,"Electric lighting equipment manufacturing is a process/industrial manufacturing environment with specialized production requirements beyond standard commercial cleaning. Despite minimal OpenWorks presence (1 building, $1,072 revenue), the extremely low revenue per building ($1,072/year or ~$89/month) is a strong signal this is a DIFFICULT market - manufacturing facilities typically have internal maintenance teams or specialized cleaning needs. This falls squarely in the 'avoid manufacturing' category with factory floors, production equipment, and technical requirements that don't align with OpenWorks' core commercial cleaning competency."
3352,Household Appliance Manufacturing,35,"Household Appliance Manufacturing is a process/industrial manufacturing environment with specialized production requirements, heavy machinery, and likely internal facilities management teams - all characteristics that signal poor fit for OpenWorks' commercial cleaning model. Manufacturing facilities typically have technical cleaning needs beyond standard commercial services, and the lack of any current OpenWorks presence despite 11,949 locations nationwide suggests this industry does not outsource cleaning as a non-core function. This falls squarely into the 'avoid manufacturing' category with a score capped at 45 or lower due to industrial complexity and low outsourcing likelihood."
3353,Electrical Equipment Manufacturing,42,"Manufacturing environment with specialized equipment and technical requirements that fall outside OpenWorks' core competency. Despite OpenWorks presence, the revenue per building of $3,270/month is LOW and signals a difficult market - this is a clear indicator that electrical equipment manufacturing facilities have complex needs or procurement challenges that make them poor strategic targets. The 17% margin and minimal revenue despite 5 locations confirms this is not a scalable opportunity worth pursuing."
3359,Other Electrical Equipment and Component Manufacturing,42,"This is a manufacturing industry involving electrical equipment and components production, which falls into the 'process/industrial manufacturing' category that OpenWorks should avoid. Manufacturing facilities typically have specialized cleaning requirements, internal facilities teams, and represent difficult markets with low revenue potential per building. With no current OpenWorks presence and the industry's manufacturing nature (likely involving production lines, technical equipment, and specialized safety protocols), this represents a poor strategic fit despite the 12,789 locations nationwide."
3361,Motor Vehicle Manufacturing,35,"Motor vehicle manufacturing is a heavy industrial process environment with specialized cleaning requirements beyond standard commercial services, including factory floors with machinery, production lines, and technical protocols. This is a classic 'process manufacturing' sector that rarely outsources facilities management - automotive plants typically have internal facilities teams and union staff. Zero OpenWorks presence confirms this is not a natural fit for the business model, which succeeds in consumer-facing retail, education, and operational facilities rather than complex manufacturing environments."
3362,Motor Vehicle Body and Trailer Manufacturing,35,"Motor vehicle body and trailer manufacturing is a heavy industrial/process manufacturing environment with specialized cleaning requirements beyond standard commercial services. These facilities typically have factory floors with heavy machinery, welding operations, paint booths, and metal fabrication processes that require specialized safety protocols and technical cleaning expertise. Manufacturing environments like this rarely outsource cleaning as they often maintain internal facilities teams, and this falls squarely into the 'avoid manufacturing' category with no proven OpenWorks success to justify higher scoring."
3363,Motor Vehicle Parts Manufacturing,42,"Manufacturing environment with specialized requirements and low revenue density ($3,658/building/year = ~$305/month) despite OpenWorks presence indicates a DIFFICULT market. Auto parts manufacturing involves industrial facilities with machinery, production lines, and technical cleaning needs beyond standard commercial services. While OpenWorks has minimal presence, the poor revenue per building signals this is not a strategic fit - process manufacturing should be avoided."
3364,Aerospace Product and Parts Manufacturing,45,"Aerospace manufacturing involves highly specialized facilities with security clearances (ITAR/defense contracts), cleanroom requirements for precision parts, and technical cleaning protocols beyond standard commercial services. These facilities typically have internal facilities management teams and require specialized certifications. While some administrative offices might be serviceable, the core manufacturing environments present significant barriers including security requirements, technical specifications, and sophisticated internal FM departments common in this high-tech industrial sector."
3365,Railroad Rolling Stock Manufacturing,35,"Railroad Rolling Stock Manufacturing is a heavy industrial/process manufacturing environment with specialized cleaning requirements beyond standard commercial cleaning. These facilities involve large-scale machinery, metal fabrication, welding operations, and technical production processes that typically require internal facilities teams with specialized safety protocols. With only 646 locations nationwide and no current OpenWorks presence, this represents a difficult market with low outsourcing likelihood and specialized requirements that don't align with OpenWorks' core competency in standard commercial cleaning."
3366,Ship and Boat Building,42,"Ship and boat building is a specialized manufacturing environment with heavy industrial characteristics - fabrication facilities, welding operations, marine coatings, and technical requirements beyond standard commercial cleaning. While some administrative offices and showrooms may exist, the core production facilities involve complex manufacturing processes similar to other heavy industrial sectors that OpenWorks struggles with. The lack of current OpenWorks presence despite 3,096 locations nationwide signals low outsourcing likelihood, and this industry likely maintains internal facilities teams for specialized marine manufacturing environments."
3369,Other Transportation Equipment Manufacturing,38,"This is a manufacturing industry producing boats, motorcycles, military vehicles, and other specialized transportation equipment - a process/industrial environment with heavy machinery, specialized safety requirements, and technical cleaning needs beyond standard commercial services. Manufacturing facilities typically have internal facilities teams and rarely outsource cleaning as a non-core function. The lack of any OpenWorks presence despite 2,550 nationwide locations signals this is not a natural fit for the business model, and the specialized nature of transportation equipment manufacturing (aerospace components, defense vehicles, marine vessels) creates barriers similar to other avoided manufacturing sectors."
3371,Household and Institutional Furniture Manufacturing,42,"Furniture manufacturing is a discrete manufacturing environment with factory floors, production equipment, and assembly operations - not OpenWorks' core competency in standard commercial cleaning. While less complex than process industries like chemicals or paper mills, manufacturing facilities typically have internal facilities teams and specialized cleaning requirements beyond basic janitorial services. The lack of any OpenWorks presence despite 67,832 locations nationwide signals this is not a natural fit for the business model, and furniture manufacturing doesn't align with the proven success profile of multi-location retail, education, or operational facilities where cleaning is clearly outsourced as non-core."
3372,Office Furniture Manufacturing,42,"Office furniture manufacturing is a process/light manufacturing environment that falls into OpenWorks' challenging category. While not as heavy industrial as chemical plants or paper mills, furniture manufacturing facilities typically have production floors with machinery, finishing areas with specialized requirements (paint booths, wood dust), and often maintain internal facilities teams. The lack of any OpenWorks presence despite 5,309 locations nationwide signals low outsourcing likelihood in this sector, and manufacturing environments generally score poorly for OpenWorks' standardized commercial cleaning model."
3379,Other Furniture Related Product Manufacturing,38,"This is a manufacturing industry involving furniture-related products (blinds, shades, mattresses, etc.), which falls into the 'process/industrial manufacturing' category that OpenWorks struggles with. Manufacturing facilities typically have specialized cleaning requirements, internal facilities teams, and low outsourcing likelihood for non-core services. With no current OpenWorks presence and the inherent challenges of manufacturing environments, this represents a difficult market with limited strategic fit."
3391,Medical Equipment and Supplies Manufacturing,45,"Medical equipment manufacturing presents significant challenges despite being untapped. This is a specialized manufacturing environment requiring cleanroom protocols, FDA/GMP compliance, and sterile manufacturing standards that exceed OpenWorks' core commercial cleaning competency. The industry likely maintains internal facilities teams for quality control and regulatory compliance, making outsourcing unlikely for critical production areas, though administrative offices might be accessible."
3399,NAICS 3399 Industry,38,"NAICS 3399 covers miscellaneous manufacturing (including metal products, industrial equipment, and specialized manufacturing). Despite OpenWorks presence with 10 buildings, the revenue per building of $3,922/month is below the $5K threshold that indicates a healthy market, signaling this is a DIFFICULT manufacturing environment with specialized requirements. Manufacturing industries with low revenue density should be avoided - the presence indicates struggle, not success."
4231,NAICS 4231 Industry,42,"Motor vehicle and parts wholesale distribution represents a challenging market despite OpenWorks presence. The extremely low revenue per building ($1,865/building annually, or ~$155/month) indicates these are difficult accounts with minimal cleaning needs or pricing pressure - this is a clear signal of poor market fit despite having 3 locations. Wholesale distribution facilities typically have utilitarian warehouse environments with limited cleaning requirements, and the poor revenue quality confirms this industry should be avoided rather than pursued."
4232,NAICS 4232 Industry,55,"NAICS 4232 (Furniture and Home Furnishing Merchant Wholesalers) represents wholesale distribution facilities - warehouses and showrooms that distribute furniture to retailers. While these are operational facilities that may outsource cleaning (warehousing/distribution is non-core), wholesale operations typically have lower cleaning intensity than retail, and the industry lacks the multi-location retail chain characteristics that drive OpenWorks' highest success. Without proven OpenWorks performance data and given the wholesale (B2B) rather than consumer-facing nature, this scores as moderate fit - worth exploring but not a priority target like retail chains or education."
4233,NAICS 4233 Industry,35,"NAICS 4233 is lumber and building materials wholesale distribution - a challenging market despite minimal OpenWorks presence. The extremely low revenue per building ($1,054/building annually, or ~$88/month) is a critical red flag indicating this is a DIFFICULT market where OpenWorks struggles to generate meaningful revenue. Wholesale distribution facilities typically have internal maintenance staff or very basic cleaning needs, making this a poor strategic fit despite the large nationwide footprint of 99,505 locations."
4234,Professional and Commercial Equipment and Supplies Merchant Wholesalers,52,"Wholesale distribution facilities can be good operational targets, but the low revenue per building ($3,740/month) despite OpenWorks presence indicates this is a challenging market. These are typically warehouse/distribution environments that may have internal facilities staff or prefer lower-cost providers. The professional equipment wholesale segment likely includes smaller facilities and owner-operators who handle cleaning internally, making it difficult to scale despite the large location count."
4235,NAICS 4235 Industry,35,"NAICS 4235 (Metal and Mineral Merchant Wholesalers) represents wholesale distribution facilities that typically have internal facilities management or minimal cleaning needs. Despite OpenWorks presence, the extremely low revenue per building ($813/building annually, or $68/month) is a critical red flag indicating this is a DIFFICULT market with minimal cleaning requirements or low willingness to pay. Wholesale distribution environments generally don't prioritize facility appearance and often handle cleaning internally, making this a poor strategic fit despite the 26% margin on minimal revenue."
4236,NAICS 4236 Industry,35,"NAICS 4236 is wholesale distribution of household appliances, electronics, and electrical equipment - a B2B wholesale environment with warehousing and distribution operations. Despite OpenWorks presence, the extremely low revenue per building ($607/building annually, or ~$50/month) is a CRITICAL RED FLAG indicating this is a very difficult market with minimal cleaning needs or pricing power. The wholesale distribution model typically has utilitarian warehouse spaces with limited cleaning requirements, and the poor revenue quality despite presence proves this is NOT a strategic fit for OpenWorks' multi-location commercial cleaning model."
4237,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",42,"This is a wholesale distribution industry with warehouse/showroom facilities that could theoretically outsource cleaning. However, OpenWorks' extremely low revenue per building ($1,046/year or ~$87/month) despite having presence indicates this is a DIFFICULT market - likely small facilities, price-sensitive operators, or minimal cleaning needs. The wholesale distribution model typically involves utilitarian warehouses with limited cleaning requirements and thin margins, making it a poor strategic fit despite the large location count."
4238,"Machinery, Equipment, and Supplies Merchant Wholesalers",42,"Despite OpenWorks presence, the extremely low revenue per building ($2,497/building annually, ~$208/month) is a strong signal this is a DIFFICULT market. Wholesale distribution facilities typically have internal facilities staff or prefer low-cost providers, and the poor revenue quality despite 4 locations served indicates challenging sales dynamics and low margin potential. The wholesale distribution sector doesn't align with OpenWorks' sweet spot of consumer-facing retail or operational facilities that consistently outsource cleaning."
4239,NAICS 4239 Industry,45,"NAICS 4239 covers miscellaneous durable goods merchant wholesalers (industrial supplies, service establishment equipment, transportation equipment). These are wholesale distribution operations that may have warehouse/showroom facilities, but the industry is fragmented with many single-location operators rather than multi-location chains. While some larger distributors could be targets, the wholesale sector generally has lower cleaning intensity than retail, and without proven OpenWorks success or clear multi-location chain operators, this represents a moderate-risk opportunity requiring careful prospect qualification."
4241,NAICS 4241 Industry,55,"NAICS 4241 (Paper and Paper Product Merchant Wholesalers) represents wholesale distribution facilities - warehouses and distribution centers that handle paper products. While these are operational facilities that may outsource cleaning (similar to other warehousing/logistics), the wholesale distribution sector typically has lower cleaning intensity than retail or consumer-facing operations. The lack of OpenWorks presence suggests this may not be a priority target, though multi-location regional distributors could be moderate opportunities if they operate standardized facilities without internal FM teams."
4242,NAICS 4242 Industry,35,"NAICS 4242 (Drugs and Druggists' Sundries Merchant Wholesalers) represents pharmaceutical wholesale distribution - a specialized B2B environment with warehousing/distribution facilities. Despite OpenWorks presence, the extremely low revenue per building ($2,638 annually = $220/month) is a STRONG NEGATIVE SIGNAL indicating this is a difficult market with minimal cleaning needs or pricing power. Wholesale distribution facilities typically have utilitarian requirements and thin margins, making this a poor strategic fit despite the 17,820 nationwide locations."
4243,NAICS 4243 Industry,55,"NAICS 4243 (Apparel, Piece Goods, and Notions Merchant Wholesalers) represents wholesale distribution facilities - warehouses and showrooms that could fit OpenWorks' operational facility model. However, wholesale distribution typically has lower cleaning intensity than retail, and these facilities may have internal maintenance staff or regional contracts. The moderate score reflects potential for multi-location distributors but uncertainty around outsourcing likelihood without proven OpenWorks success in this specific segment."
4244,NAICS 4244 Industry,85,"NAICS 4244 (Grocery & Related Product Merchant Wholesalers) shows exceptional OpenWorks performance with $23,170 revenue per building - far above typical thresholds - indicating these distribution centers and warehouses are ideal operational facilities. These are multi-location wholesale distributors with utilitarian cleaning needs, 24/7 operations, and cleaning as a non-core function they readily outsource. The strong profit margin (16.9%) and proven success across 11 locations demonstrates this is a highly attractive target market with 81,196 potential locations nationwide."
4245,NAICS 4245 Industry,55,"NAICS 4245 (Farm Product Raw Material Merchant Wholesalers) represents wholesale distribution facilities for agricultural commodities - grain elevators, cotton warehouses, livestock yards, and commodity brokers. While these are operational facilities that may outsource cleaning, they often have specialized requirements (grain dust, agricultural residues, commodity handling protocols) and lower facility density compared to retail chains. The wholesale distribution model with commodity focus makes this a moderate fit - better than heavy manufacturing but less attractive than multi-location retail or education sectors where OpenWorks excels."
4246,NAICS 4246 Industry,45,"NAICS 4246 (Chemicals and Allied Products Merchant Wholesalers) shows OpenWorks presence but VERY LOW revenue per building ($1,295/month = $108/month per location), indicating this is a DIFFICULT market despite the footprint. Wholesale distribution facilities often have internal maintenance teams or require specialized cleaning for chemical storage areas. The extremely low revenue density signals poor strategic fit - this is a market where OpenWorks struggles to generate meaningful revenue despite serving 48 locations."
4247,NAICS 4247 Industry,55,"NAICS 4247 (Petroleum and Petroleum Products Merchant Wholesalers) represents wholesale distribution facilities including fuel terminals, bulk storage, and distribution centers. While these are operational facilities that may outsource cleaning (warehouses, offices, truck bays), the petroleum industry often has specialized safety protocols, hazmat considerations, and union facilities staff that complicate outsourcing. Without proven OpenWorks success and given the industrial/specialized nature, this scores as moderate fit requiring careful case-by-case evaluation - best opportunities would be office/administrative areas of larger distributors rather than tank farms or refineries."
4248,NAICS 4248 Industry,45,"NAICS 4248 (Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers) represents wholesale distribution facilities - warehouses and distribution centers that could fit OpenWorks' operational facility model. However, with only 6,289 locations nationwide and no current OpenWorks presence, this is a small, specialized wholesale segment. The industry likely has moderate multi-location operators (regional distributors), but wholesale distribution often has lower cleaning intensity than retail, and the specialized nature (alcohol distribution with regulatory requirements) may present barriers. Without proven OpenWorks success and given the limited market size, this represents a moderate-risk opportunity requiring careful evaluation of individual prospects rather than a priority target sector."
4249,NAICS 4249 Industry,65,"NAICS 4249 (Grocery and Related Product Merchant Wholesalers) represents wholesale distribution facilities - warehouses and distribution centers serving grocery retailers. These operational facilities align with OpenWorks' proven success in warehousing/logistics (4931, 4841) with utilitarian cleaning needs and 24/7 operations. However, score is moderated to 65 due to lack of proven OpenWorks presence, potential for internal facilities teams at larger wholesalers, and the need to validate that these operators outsource cleaning rather than handle in-house."
4251,NAICS 4251 Industry,25,"NAICS 4251 (Wholesale Electronic Markets and Agents/Brokers) represents wholesale intermediaries and agents, not physical facilities requiring regular cleaning services. The extremely low revenue per building ($763 annually = $64/month) despite OpenWorks presence is a strong signal this is a DIFFICULT market with minimal facility maintenance needs. These are typically small office operations or virtual businesses, not the multi-location operational facilities where OpenWorks succeeds."
4411,NAICS 4411 Industry,82,"NAICS 4411 (Automobile Dealers) is a HIGH-PRIORITY TARGET in the retail automotive sector. OpenWorks has proven success with $51K revenue across 13 dealership locations, and this industry perfectly fits the ICP: multi-location franchises/chains that always outsource cleaning (showrooms require consistent presentation, service bays need regular maintenance), centralized procurement, and consumer-facing facilities. While revenue per building ($3,934/month) is slightly below the $5K threshold for maximum boost, automotive retail chains represent standardized, non-core cleaning needs across a massive 182K+ location market, making this a strong strategic fit deserving the 80+ minimum score for automotive retail."
4412,NAICS 4412 Industry,42,"NAICS 4412 (Other Motor Vehicle Dealers - motorcycles, boats, RVs, ATVs) has extremely low OpenWorks revenue per building ($1,400/year or ~$117/month), indicating this is a DIFFICULT market despite presence. While automotive retail is typically a target sector, this subsegment shows poor revenue quality suggesting dealers either handle cleaning internally, have minimal facility needs, or present challenging sales dynamics. The single low-revenue account does not demonstrate proven success - it signals a market to avoid."
4413,"Automotive Parts, Accessories, and Tire Stores",82,"Automotive parts and tire stores are an excellent fit as multi-location retail chains (AutoZone, O'Reilly, Advance Auto Parts, Discount Tire) with standardized facilities that always outsource cleaning as a non-core function. These consumer-facing stores require consistent presentation across showrooms and service bays, with centralized procurement making them ideal targets. The industry is stable with strong fundamentals, and the 267,725 locations represent significant untapped opportunity in a proven retail vertical where OpenWorks excels."
